Gene,label
ENSG00000025796,;Endoplasmic reticulum
ENSG00000026508,Golgi apparatus;Plasma membrane;
ENSG00000027001,Mitochondria;
ENSG00000028116,;Endoplasmic reticulum
ENSG00000028203,;Nucleoplasm
ENSG00000028277,Nucleoplasm;Vesicles;
ENSG00000028528,Endosomes;Lysosomes
ENSG00000028839,Nucleoplasm;
ENSG00000029153,Nucleoli;Nucleus;
ENSG00000029363,Nuclear speckles;
ENSG00000029725,Vesicles;
ENSG00000030582,Endoplasmic reticulum;Endosomes;Lysosomes;
ENSG00000031691,Nucleoplasm;
ENSG00000031698,Cytosol;
ENSG00000031823,Nucleoplasm;
ENSG00000032219,;Nucleoplasm
ENSG00000032389,;Nucleoli;Nucleus
ENSG00000033030,Nucleoplasm;
ENSG00000033050,;Cytosol
ENSG00000033170,Cytosol;Golgi apparatus;
ENSG00000033178,Cytosol;Nucleoplasm;
ENSG00000033327,;Plasma membrane
ENSG00000033867,;Focal adhesion sites;Plasma membrane
ENSG00000034152,;Cytosol;Nucleoplasm
ENSG00000034693,;Peroxisomes
ENSG00000035403,Focal adhesion sites;
ENSG00000035664,;Vesicles
ENSG00000035687,;Cytosol
ENSG00000035928,Nucleus;
ENSG00000036054,Golgi apparatus;
ENSG00000036473,;Mitochondria
ENSG00000036672,;Cytosol
ENSG00000037042,;Microtubule organizing center
ENSG00000037241,;Cytosol;Endoplasmic reticulum;Nucleoli
ENSG00000037280,Nuclear speckles;Plasma membrane;Cell Junctions
ENSG00000037474,;Nucleus
ENSG00000037757,;Cytosol;Nucleoli fibrillar center;Nucleoplasm
ENSG00000037897,Nucleus;
ENSG00000038210,;Cytosol
ENSG00000038219,Nucleoplasm;
ENSG00000038358,Cytoplasmic bodies;Nucleoplasm
ENSG00000038427,;Vesicles
ENSG00000039068,;Cell Junctions;Golgi apparatus;Plasma membrane
ENSG00000039123,;Nucleus
ENSG00000039319,Cytosol;Vesicles;
ENSG00000039560,;Nucleus
ENSG00000039650,;Nucleoli;Nucleus
ENSG00000040341,;Cytosol;Nucleoplasm
ENSG00000040487,Vesicles;
ENSG00000040531,;Vesicles
ENSG00000040608,;Plasma membrane
ENSG00000040633,Nucleoplasm;
ENSG00000041357,;Cytosol;Nucleus
ENSG00000041802,;Cytosol;Nuclear bodies;Nucleus
ENSG00000042088,;Nucleus
ENSG00000042493,Nucleus;
ENSG00000043039,;Nucleoplasm
ENSG00000043143,Nucleoplasm;
ENSG00000043355,;Nuclear bodies
ENSG00000044115,Cell Junctions;Plasma membrane;
ENSG00000046604,Cell Junctions;Plasma membrane
ENSG00000046647,;Cytosol
ENSG00000046651,;Microtubules
ENSG00000046774,;Cytosol;Nucleus
ENSG00000047315,;Nucleoplasm
ENSG00000047410,Nuclear membrane;
ENSG00000047579,;Microtubules;Midbody
ENSG00000047617,;Plasma membrane
ENSG00000047849,;Cytosol;Microtubules;Plasma membrane
ENSG00000047932,Golgi apparatus;Cytosol
ENSG00000048028,;Nuclear bodies;Nucleoplasm
ENSG00000048162,Nucleoli;
ENSG00000048392,;Cytosol;Nucleoplasm
ENSG00000048405,;Cytosol;Nucleoli
ENSG00000048649,Nucleoplasm;
ENSG00000048828,Cytosol;
ENSG00000049283,;Vesicles
ENSG00000049449,Endoplasmic reticulum;
ENSG00000049541,;Nucleoplasm
ENSG00000049618,;Nucleoplasm
ENSG00000049768,;Nucleoplasm
ENSG00000050405,Actin filaments;Cytosol;Focal adhesion sites;Plasma membrane;
ENSG00000050426,;Mitochondria
ENSG00000051128,;Cytosol;Plasma membrane
ENSG00000051180,Nucleoli;Cytosol;Mitochondria
ENSG00000051596,Nucleoplasm;
ENSG00000052749,;Nucleoli
ENSG00000052841,;Cytosol;Plasma membrane
ENSG00000052850,;Nucleoplasm
ENSG00000053371,;Cytosol
ENSG00000053747,Endoplasmic reticulum;
ENSG00000054118,Nuclear speckles;
ENSG00000054282,Centrosome;
ENSG00000054598,;Nucleoplasm
ENSG00000054654,Nuclear membrane;
ENSG00000054967,;Nucleus
ENSG00000055044,Nucleoli fibrillar center;Nucleus
ENSG00000055130,;Nucleus
ENSG00000055208,;Cytosol
ENSG00000055332,Cytosol;
ENSG00000055483,Nuclear speckles;Nucleoli;
ENSG00000055609,;Nucleoplasm
ENSG00000055917,Cytosol;
ENSG00000056586,;Vesicles
ENSG00000057252,Endoplasmic reticulum;
ENSG00000057294,Cell Junctions;Nucleoplasm
ENSG00000057935,;Nucleus
ENSG00000058091,;Cytosol;Nucleus
ENSG00000058262,;Endoplasmic reticulum
ENSG00000058272,Actin filaments;Cytosol;
ENSG00000058335,;Golgi apparatus
ENSG00000058404,;Cell Junctions;Plasma membrane
ENSG00000058453,;Centrosome
ENSG00000058600,Nucleoplasm;
ENSG00000058668,;Plasma membrane
ENSG00000058804,;Nuclear membrane
ENSG00000059122,Nuclear bodies;
ENSG00000059145,;Cytosol
ENSG00000059377,;Vesicles
ENSG00000059573,Mitochondria;
ENSG00000059691,;Mitochondria
ENSG00000060138,;Cytosol
ENSG00000060237,;Cytosol
ENSG00000060339,;Golgi apparatus;Nucleoplasm
ENSG00000060688,;Nuclear speckles
ENSG00000060762,Mitochondria;
ENSG00000060971,Peroxisomes;
ENSG00000061273,;Cytosol
ENSG00000062485,Mitochondria;
ENSG00000062598,;Cytosol
ENSG00000062822,;Nucleoplasm
ENSG00000063046,Cytosol;
ENSG00000063127,;Golgi apparatus
ENSG00000063176,;Vesicles
ENSG00000063177,Cytosol;Endoplasmic reticulum;Nucleoli
ENSG00000063244,Nuclear speckles;Nucleoplasm
ENSG00000063245,Cytosol;
ENSG00000063322,;Nucleoplasm
ENSG00000063438,;Cytosol;Nucleoplasm
ENSG00000063660,;Plasma membrane
ENSG00000064012,Cytosol;
ENSG00000064115,;Cytosol;Nucleus
ENSG00000064393,;Nucleus
ENSG00000064419,Vesicles;
ENSG00000064490,Nucleoplasm;
ENSG00000064601,Vesicles;
ENSG00000064607,Nucleoplasm;
ENSG00000064655,;Cytosol
ENSG00000064687,;Cell Junctions;Golgi apparatus;Plasma membrane
ENSG00000064692,;Cytoplasmic bodies
ENSG00000064703,;Cytosol;Nuclear bodies;Nucleoplasm
ENSG00000064933,;Nuclear bodies;Nucleoplasm
ENSG00000064961,Nucleoplasm;
ENSG00000064989,;Plasma membrane
ENSG00000064995,;Nucleoplasm
ENSG00000065054,;Plasma membrane
ENSG00000065135,;Centrosome
ENSG00000065150,;Cytosol;Nucleoplasm
ENSG00000065154,;Mitochondria
ENSG00000065183,Nucleoli;
ENSG00000065243,;Cytosol;Nucleoplasm;Plasma membrane
ENSG00000065325,;Plasma membrane
ENSG00000065328,;Nucleoli;Nucleus
ENSG00000065427,;Cytosol
ENSG00000065457,;Nucleoplasm
ENSG00000065485,;Golgi apparatus;Nucleoli fibrillar center;Nucleoplasm
ENSG00000065518,;Mitochondria
ENSG00000065526,Nucleoplasm;
ENSG00000065534,Actin filaments;Plasma membrane
ENSG00000065548,Cytosol;
ENSG00000065618,;Plasma membrane
ENSG00000065675,Microtubule organizing center;
ENSG00000065717,;Nuclear bodies
ENSG00000065809,;Nucleoplasm
ENSG00000065883,;Nuclear speckles
ENSG00000065923,;Vesicles
ENSG00000065970,;Nucleoli fibrillar center;Nucleus
ENSG00000065978,Cytosol;Vesicles
ENSG00000065989,;Plasma membrane
ENSG00000066027,;Cytosol
ENSG00000066044,;Cytosol;Nucleoli;Nucleus
ENSG00000066135,;Nucleoli fibrillar center
ENSG00000066136,;Nucleoplasm
ENSG00000066230,;Plasma membrane
ENSG00000066336,;Nucleoplasm
ENSG00000066379,;Nucleoli fibrillar center
ENSG00000066422,Nucleoplasm;
ENSG00000066455,;Golgi apparatus
ENSG00000066739,;Nucleoplasm
ENSG00000066777,Cytosol;Golgi apparatus;Nucleoplasm;
ENSG00000066855,;Cytosol;Mitochondria
ENSG00000067048,;Cytosol;Nucleus
ENSG00000067057,;Cytosol
ENSG00000067066,;Nuclear bodies;Nucleus
ENSG00000067113,;Plasma membrane
ENSG00000067208,;Golgi apparatus;Vesicles
ENSG00000067225,Cytosol;
ENSG00000067334,Nucleoli;
ENSG00000067365,;Nucleoli;Nucleus
ENSG00000067369,Nuclear bodies;
ENSG00000067596,;Nuclear bodies;Nucleoplasm
ENSG00000067704,Mitochondria;
ENSG00000067829,Mitochondria;
ENSG00000067992,;Mitochondria
ENSG00000068024,;Cytosol;Nucleoplasm
ENSG00000068078,;Endoplasmic reticulum
ENSG00000068305,;Nucleoplasm
ENSG00000068323,;Nucleoplasm
ENSG00000068394,Nucleoplasm;
ENSG00000068650,Vesicles;
ENSG00000068654,;Nucleoli fibrillar center;Nucleus
ENSG00000068796,Centrosome;Nucleoli;Nucleus;
ENSG00000068878,;Nucleoplasm
ENSG00000069011,;Nucleoli
ENSG00000069248,;Nuclear membrane
ENSG00000069275,;Nucleus
ENSG00000069329,;Endosomes;Lysosomes
ENSG00000069399,;Nucleoplasm
ENSG00000069849,;Plasma membrane
ENSG00000069956,Cytosol;
ENSG00000070010,Endoplasmic reticulum;
ENSG00000070061,;Cytosol;Nucleoplasm
ENSG00000070081,Golgi apparatus;
ENSG00000070214,;Mitochondria
ENSG00000070366,;Cytosol;Nucleoli
ENSG00000070444,Nucleoplasm;
ENSG00000070476,;Nucleoli
ENSG00000070495,;Nucleoplasm
ENSG00000070669,Cytosol;
ENSG00000070756,;Cytosol
ENSG00000070759,Nucleoplasm;
ENSG00000070761,;Nucleus
ENSG00000070785,;Cytosol;Vesicles
ENSG00000070808,;Cell Junctions;Plasma membrane
ENSG00000070814,Nucleoli fibrillar center;
ENSG00000070831,Cytokinetic bridge;Microtubules;
ENSG00000070882,;Cytosol;Nucleoli
ENSG00000070950,Nuclear bodies;Nucleoplasm;
ENSG00000070961,;Plasma membrane
ENSG00000071127,;Cell Junctions;Plasma membrane
ENSG00000071242,;Nucleoplasm
ENSG00000071243,;Nucleus
ENSG00000071282,;Cytosol;Nucleus
ENSG00000071462,;Nucleoli;Nucleus
ENSG00000071564,Nucleoplasm;
ENSG00000071626,Cytosol;Nucleoplasm;
ENSG00000071655,;Nucleoplasm
ENSG00000071794,Nucleus;
ENSG00000071859,Nucleoplasm;
ENSG00000071894,Nucleoplasm;
ENSG00000072133,;Nucleus
ENSG00000072134,;Vesicles
ENSG00000072163,;Focal adhesion sites
ENSG00000072201,;Cell Junctions;Cytosol
ENSG00000072274,;Endosomes;Lysosomes
ENSG00000072310,;Cytosol;Golgi apparatus
ENSG00000072364,;Nucleoli fibrillar center;Nucleus
ENSG00000072501,Nucleoplasm;
ENSG00000072518,;Plasma membrane
ENSG00000072571,Centrosome;Cytosol;Microtubules;
ENSG00000072682,Endoplasmic reticulum;Vesicles
ENSG00000072736,;Cytosol;Nucleoplasm
ENSG00000072756,Mitochondria;
ENSG00000072778,;Mitochondria
ENSG00000072832,;Centrosome;Cytosol
ENSG00000072849,;Endoplasmic reticulum
ENSG00000073008,;Plasma membrane
ENSG00000073050,Nucleoplasm;
ENSG00000073111,;Nucleoplasm
ENSG00000073282,Nucleoplasm;
ENSG00000073350,;Cytosol
ENSG00000073536,;Nucleoli
ENSG00000073578,Mitochondria;
ENSG00000073584,;Nucleoplasm
ENSG00000073614,;Nuclear bodies
ENSG00000073712,;Focal adhesion sites;Nucleoplasm
ENSG00000073756,;Endoplasmic reticulum
ENSG00000073792,Cytosol;
ENSG00000073921,;Vesicles
ENSG00000073969,;Cytosol
ENSG00000074047,;Nucleoli;Nucleus
ENSG00000074071,;Mitochondria
ENSG00000074181,;Actin filaments;Cytosol;Nucleoplasm
ENSG00000074201,;Cytosol;Nucleus
ENSG00000074219,Nucleoplasm;
ENSG00000074266,;Nucleoplasm
ENSG00000074319,;Cytosol
ENSG00000074416,;Nucleoplasm
ENSG00000074590,;Nucleoli fibrillar center;Nucleus
ENSG00000074603,;Cytosol
ENSG00000074696,Endoplasmic reticulum;
ENSG00000074800,Cytosol;Plasma membrane;
ENSG00000075131,;Nucleus
ENSG00000075142,;Cytosol;Nucleoplasm
ENSG00000075188,;Nucleoplasm
ENSG00000075239,Mitochondria;
ENSG00000075275,;Plasma membrane
ENSG00000075292,Nucleoplasm;Vesicles
ENSG00000075415,;Mitochondria
ENSG00000075426,Nucleus;
ENSG00000075618,;Cytosol;Plasma membrane
ENSG00000075643,;
ENSG00000075702,Cytosol;Microtubule organizing center
ENSG00000075785,;Lysosomes
ENSG00000075886,;Microtubules
ENSG00000075891,;Nucleoli
ENSG00000075914,;Nuclear speckles
ENSG00000076003,Nucleoplasm;
ENSG00000076043,;Mitochondria
ENSG00000076053,Nucleoplasm;
ENSG00000076108,Nuclear speckles;
ENSG00000076201,;Nuclear bodies;Nucleoplasm
ENSG00000076242,Nucleoplasm;
ENSG00000076321,;Cytosol;Golgi apparatus
ENSG00000076351,;Plasma membrane
ENSG00000076513,;Plasma membrane
ENSG00000076641,Plasma membrane;
ENSG00000076706,Plasma membrane;
ENSG00000076928,Cytosol;Plasma membrane
ENSG00000076944,Cytosol;
ENSG00000077009,Nucleoplasm;Vesicles;
ENSG00000077044,;Cytosol
ENSG00000077092,Nucleoplasm;
ENSG00000077097,Nucleus;
ENSG00000077157,;Actin filaments;Plasma membrane
ENSG00000077235,;Nucleoli;Nucleus
ENSG00000077254,;Golgi apparatus
ENSG00000077312,Nucleoplasm;
ENSG00000077348,Nucleoli;
ENSG00000077380,;Cytosol;Endoplasmic reticulum;Nucleoli
ENSG00000077420,Cytosol;Plasma membrane;
ENSG00000077463,;Nucleoplasm
ENSG00000077498,Vesicles;
ENSG00000077514,;Nucleus
ENSG00000077549,Cytosol;Nucleoplasm;Vesicles;
ENSG00000077721,;Cytosol;Nucleoplasm;Plasma membrane;Vesicles
ENSG00000077782,;Nucleoli
ENSG00000077935,;Nucleoplasm
ENSG00000078018,;Cytosol;Nucleoli
ENSG00000078043,;Nucleoplasm
ENSG00000078053,;Cytosol
ENSG00000078070,Mitochondria;
ENSG00000078081,Vesicles;
ENSG00000078140,;Cytosol
ENSG00000078237,Cytosol;
ENSG00000078246,;Nucleoli;Nucleus;Plasma membrane
ENSG00000078399,;Nucleus
ENSG00000078403,;Nucleoplasm
ENSG00000078549,;Vesicles
ENSG00000078668,;Mitochondria
ENSG00000078674,Centrosome;
ENSG00000078747,;Nucleoplasm
ENSG00000078808,Golgi apparatus;
ENSG00000078900,;Golgi apparatus;Nucleoplasm
ENSG00000079102,;Nucleoplasm
ENSG00000079112,;Cell Junctions
ENSG00000079134,Nuclear speckles;
ENSG00000079150,;Endoplasmic reticulum
ENSG00000079246,Nucleoplasm;
ENSG00000079277,;Nucleoplasm
ENSG00000079308,Focal adhesion sites;
ENSG00000079313,;Nuclear bodies;Nucleoplasm
ENSG00000079332,;Endoplasmic reticulum
ENSG00000079335,;Nucleoplasm
ENSG00000079387,Focal adhesion sites;Nucleus;
ENSG00000079432,;Nucleoplasm
ENSG00000079435,;Cytosol
ENSG00000079459,;Endoplasmic reticulum
ENSG00000079691,;Cytosol
ENSG00000079739,Actin filaments;
ENSG00000079785,Cytosol;Nucleoplasm;
ENSG00000079819,Plasma membrane;Cell Junctions;Nucleus
ENSG00000079950,Lysosomes;
ENSG00000079999,;Cytosol;Nucleoplasm
ENSG00000080189,;Golgi apparatus
ENSG00000080224,Nucleoplasm;
ENSG00000080546,;Nucleoli fibrillar center;Nucleus
ENSG00000080603,;Nuclear bodies;Nucleoplasm
ENSG00000080608,;Nucleoli
ENSG00000080819,Mitochondria;
ENSG00000080823,;Endoplasmic reticulum
ENSG00000080824,Cytosol;
ENSG00000080839,Nucleoplasm;
ENSG00000080986,;Nucleoplasm
ENSG00000081019,;Nucleoplasm
ENSG00000081026,;Cell Junctions
ENSG00000081059,Nucleoplasm;
ENSG00000081154,;Nucleus
ENSG00000081181,;Mitochondria
ENSG00000081189,;Vesicles
ENSG00000081277,Nucleoplasm;
ENSG00000081307,Cytosol;
ENSG00000081377,;Nucleoplasm
ENSG00000081721,;Nucleus
ENSG00000082014,Nucleoplasm;
ENSG00000082126,;Cytosol
ENSG00000082146,;Cytosol
ENSG00000082212,Mitochondria;
ENSG00000082397,Plasma membrane;
ENSG00000082497,;Nucleoplasm
ENSG00000082512,;Cytosol
ENSG00000082516,Cytosol;Nuclear bodies
ENSG00000082556,;Plasma membrane
ENSG00000082684,;Cytosol
ENSG00000082701,Nucleus;
ENSG00000082805,;Cytosol;Plasma membrane;Vesicles
ENSG00000082898,Cytosol;Nuclear membrane;Nucleoplasm;Vesicles;
ENSG00000083093,;Nucleoplasm
ENSG00000083223,;Cytosol
ENSG00000083307,;Nucleoplasm
ENSG00000083312,;Cytoplasmic bodies;Cytosol;Nucleoplasm
ENSG00000083454,;Cytosol
ENSG00000083520,;Cytosol;Nucleus
ENSG00000083535,;Microtubule organizing center
ENSG00000083544,Cytosol;Nucleoplasm;
ENSG00000083635,Nucleoli;Nucleus;
ENSG00000083642,Nucleoplasm;
ENSG00000083720,Mitochondria;
ENSG00000083799,;Microtubule organizing center
ENSG00000083845,;Cytosol;Endoplasmic reticulum
ENSG00000083937,;Cytosol
ENSG00000084072,;Nuclear speckles
ENSG00000084092,;Mitochondria
ENSG00000084207,;Cytosol;Mitochondria
ENSG00000084453,;Plasma membrane
ENSG00000084463,Nucleoplasm;
ENSG00000084674,;Cytosol
ENSG00000084676,Cytosol;Nucleoplasm;Plasma membrane;
ENSG00000084693,;Cytokinetic bridge
ENSG00000084754,Mitochondria;
ENSG00000084764,;Cytosol
ENSG00000084774,;Nucleoplasm
ENSG00000085224,;Nuclear bodies
ENSG00000085231,;Nucleoplasm
ENSG00000085274,;Nucleus
ENSG00000085276,;Nuclear speckles
ENSG00000085377,Cytosol;
ENSG00000085382,;Endoplasmic reticulum
ENSG00000085491,Mitochondria;
ENSG00000085662,;Cytosol;Nucleus
ENSG00000085719,;Cytosol;Nucleoli;Nucleus
ENSG00000085721,;Nucleoli
ENSG00000085733,;Plasma membrane
ENSG00000085760,Mitochondria;
ENSG00000085788,;Cytosol
ENSG00000085832,Cytosol;Vesicles;
ENSG00000085999,Nucleoplasm;
ENSG00000086061,;Cytosol;Microtubules
ENSG00000086062,Golgi apparatus;
ENSG00000086065,;Cytosol;Midbody
ENSG00000086102,Nucleus;Cytosol
ENSG00000086200,Nucleoli fibrillar center;Nucleus;
ENSG00000086232,;Cytosol;Nucleus
ENSG00000086504,;Mitochondria
ENSG00000086544,;Nuclear speckles
ENSG00000086589,Nucleus;
ENSG00000086598,;Vesicles
ENSG00000086758,Cytosol;Nucleoplasm;
ENSG00000086827,;Cytosol;Endoplasmic reticulum
ENSG00000087053,;Vesicles
ENSG00000087077,;Cytosol;Focal adhesion sites
ENSG00000087087,Nucleoplasm;
ENSG00000087095,;Cell Junctions;Nucleoli;Nucleus
ENSG00000087191,;Cytosol;Plasma membrane
ENSG00000087206,Nuclear bodies;
ENSG00000087253,Endoplasmic reticulum;Lipid droplets;
ENSG00000087263,;Cytosol;Nucleus
ENSG00000087269,Nucleoli;Nucleus;
ENSG00000087274,Nucleoplasm;Plasma membrane;
ENSG00000087299,Mitochondria;
ENSG00000087302,;Nucleoplasm
ENSG00000087303,;Plasma membrane
ENSG00000087365,Nuclear speckles;
ENSG00000087460,;Cytosol;Nucleoplasm;Plasma membrane
ENSG00000087470,Cytosol;Vesicles
ENSG00000087494,;Cytosol;Nucleoplasm
ENSG00000087495,Nucleoplasm;
ENSG00000087502,;Nucleoli;Vesicles
ENSG00000087510,;Nucleoplasm
ENSG00000087842,;Cytosol
ENSG00000088002,;Cytosol;Vesicles
ENSG00000088035,;Endoplasmic reticulum
ENSG00000088205,Nucleoli;
ENSG00000088247,Nucleoplasm;
ENSG00000088280,;Vesicles
ENSG00000088325,Cytokinetic bridge;Microtubule organizing center;Mitotic spindle;Nucleoplasm;
ENSG00000088367,;Plasma membrane
ENSG00000088538,Cytosol;
ENSG00000088756,;Cell Junctions
ENSG00000088808,;Cytosol;Nucleoplasm
ENSG00000088826,;Nuclear membrane;Nucleoplasm
ENSG00000088833,Cytosol;Nucleoplasm;Plasma membrane;
ENSG00000088888,Mitochondria;
ENSG00000088930,Nucleoli;Nucleus;
ENSG00000088992,;Cytosol;Nucleus
ENSG00000089022,;Cytosol;Nucleoplasm
ENSG00000089050,;Nucleoplasm
ENSG00000089057,;Golgi apparatus;Vesicles
ENSG00000089063,Endoplasmic reticulum;
ENSG00000089154,Cytosol;
ENSG00000089157,;Cytosol;Endoplasmic reticulum
ENSG00000089159,Focal adhesion sites;Cytosol
ENSG00000089195,;Nucleus
ENSG00000089199,Vesicles;
ENSG00000089220,;Plasma membrane
ENSG00000089234,;Cytosol
ENSG00000089250,;Plasma membrane
ENSG00000089280,Nucleoplasm;
ENSG00000089486,;Centrosome;Nucleoplasm
ENSG00000089639,Cytosol;Nucleoplasm;
ENSG00000089685,Cytokinetic bridge;
ENSG00000089693,;Nucleoplasm
ENSG00000089775,Nucleoplasm;
ENSG00000089902,Nucleoplasm;
ENSG00000090013,;Cytosol
ENSG00000090020,;Plasma membrane
ENSG00000090054,;Endoplasmic reticulum
ENSG00000090060,Nucleoplasm;
ENSG00000090061,;Nucleoplasm
ENSG00000090097,;Cytosol
ENSG00000090273,Cytosol;
ENSG00000090316,Nucleoplasm;
ENSG00000090447,;Nucleoplasm
ENSG00000090487,;Cytosol;Vesicles
