Gene,label
ENSG00000009765,;Plasma membrane;
ENSG00000009780,;;Cytosol;Nucleus
ENSG00000009790,;;Vesicles
ENSG00000009844,;Cytosol;Vesicles;Nucleoplasm
ENSG00000009950,;Nucleus;
ENSG00000009954,;Nuclear bodies;
ENSG00000010017,;Cytosol;Nucleoplasm;
ENSG00000010030,Nucleoplasm;;
ENSG00000010072,;Nucleoplasm;
ENSG00000010165,;;Cytosol
ENSG00000010219,Vesicles;;
ENSG00000010244,Nucleus;;
ENSG00000010256,;Mitochondria;Cytosol
ENSG00000010270,;Vesicles;
ENSG00000010278,;Plasma membrane;
ENSG00000010292,;Cytosol;Nucleus;
ENSG00000010318,;Nucleoplasm;Golgi apparatus
ENSG00000010327,;;Cytosol;Nucleoplasm;Plasma membrane
ENSG00000010361,;;Cytosol
ENSG00000010379,;Mitochondria;
ENSG00000010438,;;Endoplasmic reticulum;Vesicles
ENSG00000010539,;;Mitochondria
ENSG00000010610,;Plasma membrane;
ENSG00000010626,;Nucleoli;
ENSG00000010671,;Vesicles;
ENSG00000010704,;;Mitochondria;Nuclear membrane
ENSG00000010803,;Nucleoplasm;Nuclear bodies
ENSG00000010810,Cytosol;Plasma membrane;;
ENSG00000010818,;Nucleoplasm;
ENSG00000011007,;Nuclear speckles;
ENSG00000011021,;;Cytosol;Plasma membrane
ENSG00000011052,Cytosol;;
ENSG00000011105,;;Cytosol;Golgi apparatus;Nucleoplasm
ENSG00000011114,;;Focal adhesion sites
ENSG00000011132,;;Vesicles
ENSG00000011198,;;Vesicles
ENSG00000011243,;Nuclear speckles;
ENSG00000011258,;;Cytosol;Nucleus
ENSG00000011260,;Nucleoli;Nuclear membrane;Nucleus
ENSG00000011275,;Cytosol;Nucleoplasm
ENSG00000011295,Mitochondria;;
ENSG00000011304,;Nucleoplasm;
ENSG00000011332,;;Cytosol;Mitochondria;Nucleoplasm
ENSG00000011376,;Mitochondria;Nucleoplasm
ENSG00000011405,;Nucleus;
ENSG00000011422,;Plasma membrane;
ENSG00000011426,Nucleoplasm;;Midbody
ENSG00000011451,Nucleoplasm;;Midbody
ENSG00000011454,Cytosol;;
ENSG00000011478,;Golgi apparatus;
ENSG00000011485,;Cytosol;Vesicles;
ENSG00000011523,;Microtubule organizing center;Nucleus
ENSG00000011566,;;Centrosome
ENSG00000011638,;;Vesicles
ENSG00000012061,Nucleoplasm;;
ENSG00000012174,;;Cytosol;Mitochondria;Nucleoplasm
ENSG00000012211,;;Centrosome;Nucleus;Plasma membrane
ENSG00000012504,;;Nucleoplasm
ENSG00000012660,Endoplasmic reticulum;;
ENSG00000012779,;Nucleoplasm;
ENSG00000012817,;;Nucleoli fibrillar center
ENSG00000012822,Cytosol;;
ENSG00000012963,;;Nucleus
ENSG00000012983,;;Cytosol;Plasma membrane
ENSG00000013016,;;Plasma membrane
ENSG00000013275,;Cytosol;Nucleus;
ENSG00000013364,Cytosol;;
ENSG00000013374,Nucleoli;Nucleus;;
ENSG00000013375,;;Cytosol;Nucleoplasm
ENSG00000013441,;Nuclear membrane;Nucleoplasm;
ENSG00000013503,;;Nuclear speckles
ENSG00000013523,;;Nucleoplasm
ENSG00000013561,;Cytosol;
ENSG00000013573,;Centrosome;Nucleoli fibrillar center;Nucleus;
ENSG00000013583,;;Vesicles
ENSG00000013588,Plasma membrane;Vesicles;;
ENSG00000013619,;Nucleoplasm;
ENSG00000013810,Mitotic spindle;Centrosome;Cytosol;Microtubule organizing center;Vesicles
ENSG00000014123,;Endoplasmic reticulum;
ENSG00000014138,;Nucleoplasm;
ENSG00000014216,;Cytosol;
ENSG00000014641,;Cytosol;Centrosome
ENSG00000014914,;;Centrosome
ENSG00000014919,;Mitochondria;
ENSG00000015133,;;Nucleoli fibrillar center;Nucleus
ENSG00000015153,;Nucleoplasm;
ENSG00000015171,;Nucleoplasm;
ENSG00000015413,;Cell Junctions;
ENSG00000015475,;Cytosol;
ENSG00000015532,;;Cytosol;Nuclear bodies
ENSG00000015676,;;Cytosol;Nucleus;Plasma membrane
ENSG00000016082,Nucleoplasm;;
ENSG00000016402,;;Cytosol
ENSG00000016864,;;Mitochondria
ENSG00000017260,;Golgi apparatus;
ENSG00000017483,;;Cytosol;Plasma membrane;Vesicles
ENSG00000017797,;;Cytosol;Nuclear membrane;Vesicles
ENSG00000018189,;Cytosol;
ENSG00000018408,Cytosol;Nucleoplasm;Nuclear bodies;
ENSG00000018510,Peroxisomes;;
ENSG00000018610,;;Centrosome;Nucleus
ENSG00000018699,;;Mitochondria;Nucleoli
ENSG00000018869,;;Cytosol;Nucleoplasm
ENSG00000019102,;;Nucleoplasm
ENSG00000019144,;;Nucleoplasm
ENSG00000019169,;;Golgi apparatus;Vesicles
ENSG00000019186,Mitochondria;;Nucleoplasm
ENSG00000019505,;Vesicles;
ENSG00000019549,;;Nucleus
ENSG00000019582,;Golgi apparatus;
ENSG00000019991,;;Centrosome;Cytosol
ENSG00000019995,;Cytosol;Nucleoplasm;
ENSG00000020129,;Cytosol;
ENSG00000020256,;;Nucleus
ENSG00000020426,Nucleoplasm;;
ENSG00000020577,;Cytosol;Cell Junctions
ENSG00000020633,;Cytosol;Nucleus;
ENSG00000020922,Nucleoplasm;;
ENSG00000021355,;Cytoplasmic bodies;
ENSG00000021574,;;Cytosol;Nucleoplasm
ENSG00000021762,Vesicles;;
ENSG00000021776,Nucleoplasm;;
ENSG00000021826,;;Nucleoli
ENSG00000022267,;Cytosol;Plasma membrane
ENSG00000022277,;;Nucleoli;Nucleus
ENSG00000022556,;Cytosol;Golgi apparatus;Vesicles
ENSG00000022567,;;Plasma membrane
ENSG00000022840,;;Mitochondria;Nucleoplasm
ENSG00000022976,;;Nucleoplasm;Plasma membrane
ENSG00000023171,;;Intermediate filaments;Nucleoli;Nucleus
ENSG00000023191,Cytosol;Nucleoplasm;
ENSG00000023228,;Mitochondria;
ENSG00000023287,;Cytosol;Nuclear membrane
ENSG00000023330,Mitochondria;Nucleoplasm;
ENSG00000023445,;Cytosol;Nucleoplasm;
ENSG00000023516,;;Cytosol;Nucleoli;Plasma membrane
ENSG00000023572,Nucleoplasm;;
ENSG00000023608,;Nucleoli;Nucleus;
ENSG00000023697,;Nucleus;
ENSG00000023734,Cytosol;Nucleoplasm;
ENSG00000023892,Nucleoplasm;;
ENSG00000023902,;Mitochondria;
ENSG00000023909,;;Cytosol;Nucleoplasm;Plasma membrane
ENSG00000024048,;;Nucleoplasm;Plasma membrane
ENSG00000024422,;Plasma membrane;
ENSG00000024526,;Nucleoli fibrillar center;Nucleus;
ENSG00000024862,;;Cytosol
ENSG00000025039,;;Centrosome;Nucleoplasm
ENSG00000025156,;Nucleoplasm;
ENSG00000025293,Nucleoplasm;Nuclear membrane;
ENSG00000025423,;;Vesicles
ENSG00000025708,;;Golgi apparatus;Nuclear bodies
ENSG00000025770,Nucleoplasm;Cytokinetic bridge;
ENSG00000025772,Cytosol;;
ENSG00000025796,;Endoplasmic reticulum;
ENSG00000025800,;;Cytosol;Nucleoplasm
ENSG00000026025,;;Intermediate filaments
ENSG00000026103,;Plasma membrane;Cytosol
ENSG00000026508,Golgi apparatus;Plasma membrane;;
ENSG00000026559,;;Vesicles
ENSG00000026652,;;Golgi apparatus;Nucleoli;Vesicles
ENSG00000026751,;;Vesicles
ENSG00000027001,Mitochondria;;
ENSG00000027075,;;Cytosol;Plasma membrane
ENSG00000028116,;Endoplasmic reticulum;
ENSG00000028203,;Nucleoplasm;Cytosol
ENSG00000028277,Nucleoplasm;Vesicles;;
ENSG00000028310,;;Nucleoplasm
ENSG00000028528,Endosomes;Lysosomes;
ENSG00000028839,Nucleoplasm;;Nucleoli
ENSG00000029153,Nucleoli;Nucleus;;
ENSG00000029363,Nuclear speckles;;
ENSG00000029364,;;Endoplasmic reticulum
ENSG00000029725,Vesicles;;
ENSG00000029993,;;Nucleoli;Nucleus
ENSG00000030419,;;Cytosol;Nuclear bodies;Nucleoplasm
ENSG00000030582,Endoplasmic reticulum;Endosomes;Lysosomes;;
ENSG00000031003,;;Nucleoplasm
ENSG00000031691,Nucleoplasm;;
ENSG00000031698,Cytosol;;
ENSG00000031823,Nucleoplasm;;
ENSG00000032219,;Nucleoplasm;Cytosol;Plasma membrane
ENSG00000032389,;Nucleoli;Nucleus;Intermediate filaments
ENSG00000033011,;;Endoplasmic reticulum;Nucleoli fibrillar center
ENSG00000033030,Nucleoplasm;;Nuclear bodies
ENSG00000033050,;Cytosol;
ENSG00000033100,;;Cytosol;Nucleoplasm
ENSG00000033170,Cytosol;Golgi apparatus;;
ENSG00000033178,Cytosol;Nucleoplasm;;
ENSG00000033327,;Plasma membrane;
ENSG00000033627,;Vesicles;Golgi apparatus
ENSG00000033800,;;Microtubules
ENSG00000033867,;Focal adhesion sites;Plasma membrane;Cytosol
ENSG00000034152,;Cytosol;Nucleoplasm;
ENSG00000034239,;;Nucleoplasm;Plasma membrane
ENSG00000034533,;;Endoplasmic reticulum
ENSG00000034693,;Peroxisomes;Nucleoplasm
ENSG00000034713,;;Cytosol;Nucleoplasm
ENSG00000035115,;;Nucleus
ENSG00000035141,;;Mitochondria
ENSG00000035403,Focal adhesion sites;;
ENSG00000035499,;;Cytosol;Golgi apparatus;Nucleoplasm
ENSG00000035664,;Vesicles;Golgi apparatus
ENSG00000035681,;;Nucleoli
ENSG00000035687,;Cytosol;Plasma membrane
ENSG00000035928,Nucleus;;
ENSG00000036054,Golgi apparatus;;
ENSG00000036448,;;Mitochondria
ENSG00000036473,;Mitochondria;
ENSG00000036549,;;Nucleoli;Nucleus
ENSG00000036672,;Cytosol;Plasma membrane
ENSG00000037042,;Microtubule organizing center;
ENSG00000037241,;Cytosol;Endoplasmic reticulum;Nucleoli;
ENSG00000037280,Nuclear speckles;Plasma membrane;Cell Junctions;
ENSG00000037474,;Nucleus;
ENSG00000037637,;;Nucleoplasm
ENSG00000037749,;;Golgi apparatus;Nucleoplasm
ENSG00000037757,;Cytosol;Nucleoli fibrillar center;Nucleoplasm;
ENSG00000037897,Nucleus;;
ENSG00000037965,;;Microtubules;Nucleoplasm
ENSG00000038210,;Cytosol;
ENSG00000038219,Nucleoplasm;;
ENSG00000038295,;;Vesicles
ENSG00000038358,Cytoplasmic bodies;Nucleoplasm;
ENSG00000038382,;;Cytosol;Vesicles
ENSG00000038427,;Vesicles;
ENSG00000038532,;;Nucleus;Vesicles
ENSG00000039068,;Cell Junctions;Golgi apparatus;Plasma membrane;
ENSG00000039123,;Nucleus;
ENSG00000039319,Cytosol;Vesicles;;
ENSG00000039523,;;Cytosol;Golgi apparatus
ENSG00000039560,;Nucleus;Actin filaments
ENSG00000039650,;Nucleoli;Nucleus;
ENSG00000040199,;;Vesicles
ENSG00000040275,;;Cytosol
ENSG00000040341,;Cytosol;Nucleoplasm;
ENSG00000040487,Vesicles;;
ENSG00000040531,;Vesicles;Intermediate filaments
ENSG00000040608,;Plasma membrane;Actin filaments;Focal adhesion sites
ENSG00000040633,Nucleoplasm;;
ENSG00000040933,;;Nuclear membrane;Nucleus
ENSG00000041357,;Cytosol;Nucleus;Vesicles
ENSG00000041515,;;Vesicles
ENSG00000041802,;Cytosol;Nuclear bodies;Nucleus;
ENSG00000041988,;;Nucleus
ENSG00000042062,;;Nucleoplasm
ENSG00000042088,;Nucleus;Plasma membrane
ENSG00000042286,;;Cytosol
ENSG00000042317,;;Cytosol;Mitochondria;Nucleoplasm
ENSG00000042429,;;Nucleoplasm;Vesicles
ENSG00000042445,;;Nucleoli
ENSG00000042493,Nucleus;;
ENSG00000042980,;Plasma membrane;Mitochondria
ENSG00000043039,;Nucleoplasm;Cytosol
ENSG00000043093,;;Cytosol;Nucleus
ENSG00000043143,Nucleoplasm;;
ENSG00000043355,;Nuclear bodies;
ENSG00000043514,;;Cytosol;Nucleoplasm
ENSG00000044115,Cell Junctions;Plasma membrane;;
ENSG00000044446,;;Nucleoplasm
ENSG00000044459,;Centrosome;
ENSG00000044574,;;Cytosol
ENSG00000046604,Cell Junctions;Plasma membrane;
ENSG00000046647,;Cytosol;Nucleoplasm
ENSG00000046651,;Microtubules;
ENSG00000046774,;Cytosol;Nucleus;Nucleoli
ENSG00000046889,;;Endoplasmic reticulum
ENSG00000047188,;;Cytoplasmic bodies;Nuclear bodies;Nucleoplasm
ENSG00000047230,;;Cytosol;Nucleoplasm
ENSG00000047249,;;Actin filaments;Cytosol
ENSG00000047315,;Nucleoplasm;
ENSG00000047346,;;Nucleoplasm
ENSG00000047365,;;Actin filaments;Focal adhesion sites
ENSG00000047410,Nuclear membrane;;
ENSG00000047578,;;Nuclear speckles;Plasma membrane
ENSG00000047579,;Microtubules;Midbody;
ENSG00000047597,;;Mitochondria;Nucleoplasm;Vesicles
ENSG00000047617,;Plasma membrane;Nucleoplasm
ENSG00000047621,;;Nuclear bodies
ENSG00000047634,;;Nucleus
ENSG00000047644,;;Actin filaments;Cytosol
ENSG00000047849,;Cytosol;Microtubules;Plasma membrane;
ENSG00000047932,Golgi apparatus;Cytosol;
ENSG00000047936,;;Vesicles
ENSG00000048028,;Nuclear bodies;Nucleoplasm;
ENSG00000048052,;;Nucleoplasm
ENSG00000048140,;;Nucleoplasm
ENSG00000048162,Nucleoli;;
ENSG00000048392,;Cytosol;Nucleoplasm;
ENSG00000048405,;Cytosol;Nucleoli;
ENSG00000048544,;;Actin filaments;Mitochondria
ENSG00000048649,Nucleoplasm;;
ENSG00000048707,;;Cytosol;Nucleoplasm;Vesicles
ENSG00000048828,Cytosol;;
ENSG00000048991,;;Cytosol;Nucleoplasm
ENSG00000049089,;;Nucleus;Vesicles
ENSG00000049130,;;Vesicles
ENSG00000049167,;;Nuclear speckles
ENSG00000049249,;;Nucleoli;Plasma membrane
ENSG00000049283,;Vesicles;Nucleoplasm
ENSG00000049323,;;Cytosol
ENSG00000049449,Endoplasmic reticulum;;
ENSG00000049540,;;Plasma membrane
ENSG00000049541,;Nucleoplasm;Golgi apparatus
ENSG00000049618,;Nucleoplasm;
ENSG00000049656,;;Endoplasmic reticulum
ENSG00000049759,;;Focal adhesion sites
ENSG00000049768,;Nucleoplasm;
ENSG00000049769,;;Nucleoplasm
ENSG00000050130,;;Nucleoplasm;Vesicles
ENSG00000050165,;;Vesicles
ENSG00000050327,;;Cytosol;Nucleoplasm;Plasma membrane
ENSG00000050344,;;Nucleoplasm;Vesicles
ENSG00000050405,Actin filaments;Cytosol;Focal adhesion sites;Plasma membrane;;
ENSG00000050426,;Mitochondria;Nucleoplasm
ENSG00000050820,;;Cytosol;Plasma membrane
ENSG00000051009,;;Mitochondria
ENSG00000051128,;Cytosol;Plasma membrane;Cytoplasmic bodies
ENSG00000051180,Nucleoli;Cytosol;Mitochondria;
ENSG00000051382,;;Midbody;Nucleoli;Nucleoplasm
ENSG00000051596,Nucleoplasm;;
ENSG00000052126,;Cytosol;
ENSG00000052723,;;Focal adhesion sites;Vesicles
ENSG00000052749,;Nucleoli;
ENSG00000052841,;Cytosol;Plasma membrane;
ENSG00000052850,;Nucleoplasm;
ENSG00000053108,;;Mitochondria
ENSG00000053254,;;Nucleus;Plasma membrane
ENSG00000053371,;Cytosol;
ENSG00000053372,;Nucleoli;Nuclear membrane;Nucleus
ENSG00000053524,;;Cytosol;Plasma membrane
ENSG00000053702,;;Cytosol;Nuclear bodies;Nucleus
ENSG00000053747,Endoplasmic reticulum;;
ENSG00000053900,;;Intermediate filaments
ENSG00000054116,;Golgi apparatus;Cytosol
ENSG00000054118,Nuclear speckles;;
ENSG00000054148,;;Cytosol;Nuclear bodies
ENSG00000054219,;;Golgi apparatus
ENSG00000054267,;;Nucleoplasm;Vesicles
ENSG00000054277,;;Nucleoplasm
ENSG00000054282,Centrosome;;
ENSG00000054356,;;Endoplasmic reticulum
ENSG00000054392,;;Golgi apparatus
ENSG00000054598,;Nucleoplasm;
ENSG00000054611,;;Golgi apparatus;Nucleoplasm;Vesicles
ENSG00000054654,Nuclear membrane;;
ENSG00000054690,;;Centrosome
ENSG00000054803,;;Midbody ring
ENSG00000054965,;;Nucleoplasm
ENSG00000054967,;Nucleus;
ENSG00000055044,Nucleoli fibrillar center;Nucleus;
ENSG00000055070,;;Cytosol;Nucleoplasm
ENSG00000055130,;Nucleus;Nucleoli
ENSG00000055147,;;Vesicles
ENSG00000055163,;Cytosol;Plasma membrane;Endoplasmic reticulum
ENSG00000055208,;Cytosol;
ENSG00000055211,;;Nucleoli fibrillar center;Plasma membrane
ENSG00000055332,Cytosol;;
ENSG00000055483,Nuclear speckles;Nucleoli;;
ENSG00000055609,;Nucleoplasm;
ENSG00000055732,;;Cytosol;Nucleoli
ENSG00000055917,Cytosol;;
ENSG00000055950,;Mitochondria;
ENSG00000055955,;;Vesicles
ENSG00000055957,;;Vesicles
ENSG00000056050,;;Cytokinetic bridge;Cytosol;Microtubules
ENSG00000056097,;;Nucleoplasm
ENSG00000056277,;;Nucleoli fibrillar center;Nucleus
ENSG00000056291,;Plasma membrane;Actin filaments
ENSG00000056558,;;Nucleoplasm
ENSG00000056586,;Vesicles;
ENSG00000056972,;;Golgi apparatus;Vesicles
ENSG00000056998,;;Cytosol;Nucleoli;Nucleus
ENSG00000057019,;;Cytosol;Golgi apparatus;Plasma membrane
ENSG00000057149,;Cytosol;Plasma membrane
ENSG00000057252,Endoplasmic reticulum;;
ENSG00000057294,Cell Junctions;Nucleoplasm;
ENSG00000057593,;;Mitochondria
ENSG00000057657,;;Nucleoli;Nucleus
ENSG00000057663,;;Centrosome
ENSG00000057704,;;Endoplasmic reticulum;Vesicles
ENSG00000057935,;Nucleus;Vesicles
ENSG00000058056,;;Cytosol;Nucleoplasm
ENSG00000058063,;;Cytosol;Microtubule organizing center
ENSG00000058085,;;Cytosol
ENSG00000058091,;Cytosol;Nucleus;
ENSG00000058262,;Endoplasmic reticulum;
ENSG00000058272,Actin filaments;Cytosol;;
ENSG00000058335,;Golgi apparatus;
ENSG00000058404,;Cell Junctions;Plasma membrane;Cytosol
ENSG00000058453,;Centrosome;Plasma membrane
ENSG00000058600,Nucleoplasm;;
ENSG00000058668,;Plasma membrane;
ENSG00000058673,;;Nuclear speckles
ENSG00000058729,;;Cytosol;Plasma membrane
ENSG00000058799,;;Nucleoplasm
ENSG00000058804,;Nuclear membrane;Plasma membrane
ENSG00000058866,;;Plasma membrane;Vesicles
ENSG00000059122,Nuclear bodies;;Cytosol;Nucleoplasm
ENSG00000059145,;Cytosol;
ENSG00000059377,;Vesicles;
ENSG00000059378,;;Nucleus
ENSG00000059573,Mitochondria;;
ENSG00000059588,;;Nuclear speckles
ENSG00000059691,;Mitochondria;
ENSG00000059758,;;Cytosol;Nucleoplasm
ENSG00000059769,;;Cytosol;Nucleoplasm
ENSG00000059804,;;Plasma membrane
ENSG00000059915,;;Cytosol;Nucleoplasm;Plasma membrane
ENSG00000060069,;Nucleoplasm;Vesicles
ENSG00000060138,;Cytosol;
ENSG00000060140,;;Nucleus;Plasma membrane
ENSG00000060237,;Cytosol;
ENSG00000060339,;Golgi apparatus;Nucleoplasm;
ENSG00000060491,;;Nucleoplasm
ENSG00000060642,;Endoplasmic reticulum;Cytosol
ENSG00000060688,;Nuclear speckles;
ENSG00000060718,;;Endoplasmic reticulum
ENSG00000060749,;;Cytosol;Nucleoplasm
ENSG00000060762,Mitochondria;;
ENSG00000060971,Peroxisomes;;
ENSG00000061273,;Cytosol;
ENSG00000061337,;;Nucleoli;Plasma membrane
ENSG00000061676,;;Cytosol
ENSG00000061794,;;Cytosol;Mitochondria
ENSG00000061918,;;Cytosol
ENSG00000061936,;;Cytosol;Nucleus;Plasma membrane
ENSG00000061938,;;Cytosol
ENSG00000061987,;;Nucleoli fibrillar center;Nucleoplasm
ENSG00000062194,;Cytosol;Plasma membrane;Vesicles
ENSG00000062370,;;Centrosome
ENSG00000062485,Mitochondria;;
ENSG00000062524,;;Vesicles
ENSG00000062582,;;Nucleoplasm;Vesicles
ENSG00000062598,;Cytosol;
ENSG00000062716,;Endoplasmic reticulum;Nucleoli
ENSG00000062822,;Nucleoplasm;
ENSG00000063046,Cytosol;;
ENSG00000063127,;Golgi apparatus;
ENSG00000063169,;;Nucleoplasm
ENSG00000063176,;Vesicles;
ENSG00000063177,Cytosol;Endoplasmic reticulum;Nucleoli;
ENSG00000063180,;;Microtubules;Vesicles
ENSG00000063241,;;Cytosol;Mitochondria
ENSG00000063244,Nuclear speckles;Nucleoplasm;
ENSG00000063245,Cytosol;;
ENSG00000063322,;Nucleoplasm;
ENSG00000063438,;Cytosol;Nucleoplasm;
ENSG00000063587,;;Nucleoli
ENSG00000063601,;;Microtubule organizing center
ENSG00000063660,;Plasma membrane;Cytosol
ENSG00000063761,;;Nucleoplasm
